1	602098368	1
1	1565583810	1
1	939855693179260928	1
1	3076326415	1
1	2992387238	1
1	466556168	1
1	1119957048	1
1	917712426413576192	1
1	967243698684690432	1
1	730350980148002816	1
1	2602439298	1
1	950357883677544448	1
1	4385506875	1
1	2414791237	1
1	759556705826971648	1
1	975681566927187968	1
1	269640305	0.20833333333333345
1	2513730044	1
5	602098368	1
5	1565583810	1
5	939855693179260928	1
5	3076326415	1
5	2992387238	1
5	466556168	1
5	1119957048	1
5	917712426413576192	1
5	967243698684690432	1
5	730350980148002816	1
5	2602439298	1
5	950357883677544448	1
5	4385506875	1
5	2414791237	1
5	759556705826971648	1
5	975681566927187968	1
5	269640305	1
5	77800445	1
5	723843985790369792	1
5	917491240895156224	1
5	318458271	1
5	2313027354	1
5	2216232588	1
5	84504811	1
5	793223507811430400	1
5	2728480915	1
5	758682278	1
5	831185188927467520	1
5	909344237841534976	1
5	773551912943779840	1
5	325779471	1
5	852478638905847808	1
5	1244391672	1
5	2742147514	1
5	2742101495	1
5	1219506265	1
5	3198793836	1
5	956812449176530944	1
5	1080719036	1
5	879686938944573440	1
5	150786052	1
5	364240676	1
5	250664705	1
5	439245766	1
5	4890637101	1
5	2279821013	1
5	819758249595518976	1
5	913098902341062656	1
5	802188635613392896	1
5	90107770	0.4999999999999541
5	2513730044	1
10	602098368	1
10	1565583810	1
10	939855693179260928	1
10	3076326415	1
10	2992387238	1
10	466556168	1
10	1119957048	1
10	917712426413576192	1
10	967243698684690432	1
10	730350980148002816	1
10	2602439298	1
10	950357883677544448	1
10	4385506875	1
10	2414791237	1
10	759556705826971648	1
10	975681566927187968	1
10	269640305	1
10	77800445	1
10	723843985790369792	1
10	917491240895156224	1
10	318458271	1
10	2313027354	1
10	2216232588	1
10	84504811	1
10	793223507811430400	1
10	2728480915	1
10	758682278	1
10	831185188927467520	1
10	909344237841534976	1
10	773551912943779840	1
10	325779471	1
10	852478638905847808	1
10	1244391672	1
10	2742147514	1
10	2742101495	1
10	1219506265	1
10	3198793836	1
10	956812449176530944	1
10	1080719036	1
10	879686938944573440	1
10	150786052	1
10	364240676	1
10	250664705	1
10	439245766	1
10	4890637101	1
10	2279821013	1
10	819758249595518976	1
10	913098902341062656	1
10	802188635613392896	1
10	90107770	1
10	19638066	1
10	741407138082263040	1
10	305725564	1
10	784066588580380672	1
10	924162468728967168	1
10	816573879112105984	1
10	3135575634	1
